# clock	walking	resting	collected_food	energy
698	12	8	11	-1991
699	11	9	11	-2002
700	11	9	11	-2013
701	11	9	11	-2024
702	11	9	11	-2035
703	11	9	11	-2046
704	11	9	11	-2057
705	11	9	11	-2068
706	11	9	11	-2079
707	11	9	12	-1090
708	11	9	12	-1101
709	11	9	12	-1112
710	10	10	12	-1122
711	10	10	12	-1132
712	10	10	12	-1142
713	10	10	12	-1152
714	10	10	12	-1162
715	10	10	12	-1172
716	11	9	12	-1183
717	11	9	12	-1194
718	11	9	12	-1205
719	11	9	12	-1216
720	12	8	12	-1228
721	12	8	12	-1240
722	12	8	12	-1252
723	12	8	12	-1264
724	12	8	12	-1276
725	12	8	12	-1288
726	12	8	12	-1300
727	13	7	12	-1313
728	13	7	12	-1326
729	13	7	12	-1339
730	13	7	12	-1352
731	13	7	12	-1365
732	13	7	12	-1378
733	13	7	12	-1391
734	13	7	12	-1404
735	13	7	12	-1417
736	13	7	12	-1430
737	13	7	12	-1443
738	13	7	12	-1456
739	13	7	12	-1469
740	13	7	12	-1482
741	13	7	12	-1495
742	13	7	12	-1508
743	13	7	12	-1521
744	13	7	12	-1534
745	13	7	12	-1547
746	13	7	12	-1560
747	13	7	12	-1573
748	13	7	12	-1586
749	13	7	12	-1599
750	13	7	12	-1612
751	13	7	12	-1625
752	13	7	12	-1638
753	13	7	12	-1651
754	13	7	12	-1664
755	13	7	12	-1677
756	13	7	12	-1690
757	14	6	12	-1704
758	14	6	12	-1718
759	14	6	12	-1732
760	14	6	12	-1746
761	15	5	12	-1761
762	15	5	13	-776
763	15	5	13	-791
764	15	5	13	-806
765	15	5	13	-821
766	14	6	13	-835
767	14	6	13	-849
768	15	5	13	-864
769	15	5	13	-879
770	15	5	13	-894
771	15	5	13	-909
772	15	5	13	-924
773	15	5	13	-939
774	15	5	13	-954
775	15	5	13	-969
776	15	5	13	-984
777	15	5	13	-999
778	15	5	13	-1014
779	15	5	13	-1029
780	15	5	13	-1044
781	15	5	13	-1059
782	15	5	13	-1074
783	15	5	13	-1089
784	15	5	13	-1104
785	15	5	13	-1119
786	15	5	13	-1134
787	16	4	13	-1150
788	16	4	13	-1166
789	16	4	13	-1182
790	16	4	13	-1198
791	16	4	13	-1214
792	16	4	13	-1230
793	16	4	13	-1246
794	16	4	13	-1262
795	16	4	13	-1278
796	16	4	13	-1294
797	15	5	13	-1309
798	15	5	13	-1324
799	15	5	13	-1339
800	15	5	13	-1354
801	15	5	13	-1369
802	15	5	13	-1384
803	15	5	13	-1399
804	15	5	13	-1414
805	15	5	13	-1429
806	15	5	13	-1444
807	15	5	13	-1459
808	15	5	13	-1474
809	15	5	13	-1489
810	15	5	13	-1504
811	15	5	13	-1519
812	15	5	13	-1534
813	15	5	13	-1549
814	15	5	13	-1564
815	15	5	13	-1579
816	15	5	13	-1594
817	15	5	13	-1609
818	15	5	13	-1624
819	15	5	13	-1639
820	14	6	13	-1653
821	14	6	13	-1667
822	14	6	13	-1681
823	14	6	13	-1695
824	14	6	13	-1709
825	14	6	13	-1723
826	14	6	13	-1737
827	14	6	13	-1751
828	14	6	13	-1765
829	14	6	13	-1779
830	14	6	13	-1793
831	14	6	13	-1807
832	14	6	13	-1821
833	14	6	13	-1835
834	14	6	13	-1849
835	14	6	13	-1863
836	14	6	13	-1877
837	15	5	13	-1892
838	15	5	13	-1907
839	14	6	13	-1921
840	14	6	13	-1935
841	14	6	13	-1949
842	14	6	13	-1963
843	14	6	13	-1977
844	14	6	13	-1991
845	14	6	13	-2005
846	14	6	13	-2019
847	14	6	13	-2033
848	14	6	13	-2047
849	14	6	13	-2061
850	14	6	13	-2075
851	14	6	13	-2089
852	14	6	13	-2103
853	14	6	13	-2117
854	14	6	13	-2131
855	14	6	13	-2145
856	14	6	13	-2159
857	14	6	13	-2173
858	14	6	13	-2187
859	14	6	13	-2201
860	14	6	13	-2215
861	14	6	13	-2229
862	14	6	13	-2243
863	14	6	13	-2257
864	14	6	13	-2271
865	14	6	13	-2285
866	14	6	13	-2299
867	14	6	13	-2313
868	14	6	13	-2327
869	14	6	13	-2341
870	14	6	13	-2355
871	14	6	13	-2369
872	14	6	13	-2383
873	14	6	13	-2397
874	14	6	13	-2411
875	14	6	13	-2425
876	14	6	13	-2439
877	14	6	13	-2453
878	14	6	13	-2467
879	14	6	13	-2481
880	14	6	13	-2495
881	14	6	13	-2509
882	14	6	13	-2523
883	14	6	13	-2537
884	14	6	13	-2551
885	14	6	13	-2565
886	14	6	13	-2579
887	14	6	13	-2593
888	14	6	13	-2607
889	14	6	13	-2621
890	14	6	13	-2635
891	13	7	13	-2648
892	13	7	13	-2661
893	13	7	13	-2674
894	13	7	13	-2687
895	13	7	13	-2700
896	13	7	13	-2713
897	13	7	13	-2726
898	13	7	13	-2739
899	13	7	13	-2752
900	13	7	13	-2765
901	13	7	13	-2778
902	13	7	13	-2791
903	13	7	13	-2804
904	13	7	13	-2817
905	13	7	13	-2830
906	13	7	13	-2843
907	13	7	13	-2856
908	13	7	13	-2869
909	13	7	13	-2882
910	13	7	13	-2895
911	13	7	13	-2908
912	13	7	13	-2921
913	13	7	13	-2934
914	13	7	13	-2947
915	13	7	13	-2960
916	13	7	13	-2973
917	13	7	13	-2986
918	13	7	13	-2999
919	13	7	13	-3012
920	13	7	13	-3025
921	13	7	13	-3038
922	13	7	13	-3051
923	13	7	13	-3064
924	13	7	13	-3077
925	13	7	13	-3090
926	13	7	13	-3103
927	13	7	13	-3116
928	13	7	13	-3129
929	13	7	13	-3142
930	13	7	13	-3155
931	13	7	13	-3168
932	13	7	13	-3181
933	13	7	13	-3194
934	13	7	13	-3207
935	13	7	13	-3220
936	13	7	13	-3233
937	13	7	13	-3246
938	13	7	13	-3259
939	13	7	13	-3272
940	13	7	13	-3285
941	13	7	13	-3298
942	13	7	13	-3311
943	13	7	13	-3324
944	13	7	13	-3337
945	13	7	13	-3350
946	13	7	13	-3363
947	13	7	13	-3376
948	13	7	13	-3389
949	13	7	13	-3402
950	13	7	13	-3415
951	13	7	13	-3428
952	13	7	13	-3441
953	13	7	13	-3454
954	13	7	13	-3467
955	13	7	13	-3480
956	13	7	13	-3493
957	13	7	13	-3506
958	13	7	13	-3519
959	13	7	13	-3532
960	13	7	13	-3545
961	13	7	13	-3558
962	13	7	13	-3571
963	13	7	13	-3584
964	13	7	13	-3597
965	13	7	13	-3610
966	13	7	13	-3623
967	13	7	13	-3636
968	13	7	13	-3649
969	13	7	13	-3662
970	13	7	13	-3675
971	13	7	13	-3688
972	13	7	13	-3701
973	13	7	13	-3714
974	13	7	13	-3727
975	13	7	13	-3740
976	13	7	13	-3753
977	13	7	13	-3766
978	13	7	13	-3779
979	13	7	13	-3792
980	13	7	13	-3805
981	13	7	13	-3818
982	13	7	13	-3831
983	13	7	13	-3844
984	13	7	13	-3857
985	13	7	13	-3870
986	13	7	13	-3883
987	13	7	13	-3896
988	13	7	13	-3909
989	13	7	13	-3922
990	13	7	13	-3935
991	13	7	13	-3948
992	13	7	13	-3961
993	13	7	13	-3974
994	13	7	13	-3987
995	13	7	13	-4000
996	13	7	13	-4013
997	13	7	13	-4026
998	13	7	13	-4039
999	13	7	13	-4052
1000	13	7	13	-4065
1001	13	7	13	-4078
1002	13	7	13	-4091
1003	13	7	13	-4104
1004	13	7	13	-4117
1005	13	7	13	-4130
1006	13	7	13	-4143
1007	13	7	13	-4156
1008	13	7	13	-4169
1009	13	7	13	-4182
1010	13	7	13	-4195
1011	13	7	13	-4208
1012	13	7	13	-4221
1013	13	7	13	-4234
1014	13	7	13	-4247
1015	13	7	13	-4260
1016	13	7	13	-4273
1017	13	7	13	-4286
1018	13	7	13	-4299
1019	13	7	13	-4312
1020	13	7	13	-4325
1021	13	7	13	-4338
1022	13	7	13	-4351
1023	13	7	13	-4364
1024	13	7	13	-4377
1025	13	7	13	-4390
1026	13	7	13	-4403
1027	13	7	13	-4416
1028	13	7	13	-4429
1029	13	7	13	-4442
1030	13	7	13	-4455
1031	13	7	13	-4468
1032	13	7	14	-3481
1033	13	7	14	-3494
1034	13	7	14	-3507
1035	13	7	14	-3520
1036	13	7	14	-3533
1037	13	7	14	-3546
1038	13	7	14	-3559
1039	13	7	14	-3572
1040	13	7	14	-3585
1041	13	7	14	-3598
1042	13	7	14	-3611
1043	13	7	14	-3624
1044	13	7	14	-3637
1045	13	7	14	-3650
1046	13	7	14	-3663
1047	13	7	14	-3676
1048	13	7	14	-3689
1049	13	7	14	-3702
1050	13	7	14	-3715
1051	13	7	14	-3728
1052	13	7	14	-3741
1053	13	7	14	-3754
1054	13	7	14	-3767
1055	13	7	14	-3780
1056	13	7	14	-3793
1057	13	7	14	-3806
1058	13	7	14	-3819
1059	13	7	14	-3832
1060	13	7	14	-3845
1061	13	7	14	-3858
1062	13	7	14	-3871
1063	13	7	14	-3884
1064	13	7	14	-3897
1065	13	7	14	-3910
1066	13	7	14	-3923
1067	13	7	14	-3936
1068	13	7	14	-3949
1069	13	7	14	-3962
1070	13	7	14	-3975
1071	13	7	14	-3988
1072	13	7	14	-4001
1073	13	7	14	-4014
1074	13	7	14	-4027
1075	13	7	14	-4040
1076	13	7	14	-4053
1077	13	7	14	-4066
1078	13	7	14	-4079
1079	13	7	14	-4092
1080	13	7	14	-4105
1081	13	7	14	-4118
1082	13	7	14	-4131
1083	13	7	14	-4144
1084	13	7	14	-4157
1085	13	7	14	-4170
1086	13	7	14	-4183
1087	13	7	14	-4196
1088	13	7	14	-4209
1089	13	7	14	-4222
1090	13	7	14	-4235
1091	13	7	14	-4248
1092	13	7	14	-4261
1093	13	7	14	-4274
1094	13	7	14	-4287
1095	12	8	14	-4299
1096	12	8	14	-4311
1097	12	8	14	-4323
1098	12	8	14	-4335
1099	12	8	14	-4347
1100	12	8	14	-4359
1101	12	8	14	-4371
1102	12	8	14	-4383
1103	12	8	14	-4395
1104	12	8	14	-4407
1105	12	8	14	-4419
1106	12	8	14	-4431
1107	12	8	14	-4443
1108	12	8	14	-4455
1109	12	8	14	-4467
1110	12	8	14	-4479
1111	12	8	14	-4491
1112	13	7	14	-4504
1113	13	7	14	-4517
1114	13	7	14	-4530
1115	13	7	14	-4543
1116	13	7	14	-4556
1117	13	7	14	-4569
1118	13	7	14	-4582
1119	13	7	14	-4595
1120	13	7	14	-4608
1121	13	7	14	-4621
1122	13	7	14	-4634
1123	13	7	14	-4647
1124	13	7	14	-4660
1125	13	7	14	-4673
1126	13	7	14	-4686
1127	13	7	14	-4699
1128	13	7	14	-4712
1129	13	7	14	-4725
1130	13	7	14	-4738
1131	13	7	14	-4751
1132	13	7	14	-4764
1133	13	7	14	-4777
1134	13	7	14	-4790
1135	13	7	14	-4803
1136	13	7	14	-4816
1137	13	7	14	-4829
1138	13	7	14	-4842
1139	13	7	14	-4855
1140	13	7	14	-4868
1141	13	7	14	-4881
1142	13	7	14	-4894
1143	13	7	14	-4907
1144	13	7	14	-4920
1145	13	7	14	-4933
1146	13	7	14	-4946
1147	13	7	14	-4959
1148	13	7	14	-4972
1149	13	7	14	-4985
1150	13	7	14	-4998
1151	13	7	14	-5011
1152	13	7	14	-5024
1153	13	7	14	-5037
1154	13	7	14	-5050
1155	13	7	14	-5063
1156	13	7	14	-5076
1157	13	7	14	-5089
1158	13	7	14	-5102
1159	13	7	14	-5115
